Name,Latitude,Longitude,Elevation [Feet],Turnpoint,ID[6],Comments,ICAO Identifier
Kinlet,52.4191,-2.4164,418,B4363 Junction with B4194,Kinlet,"B4363 Junction with B4194 at Kinlet Village. 6nm W of Kidderminster, 7nm S of Bridgenorth. Difficult to find.",
King's Lynn,52.7396,0.3853167,66,A17 Br over River,KngsLn,"River Great Ouse, main bridge SW side of town. Easy to find and on chart.",
Kentmere,54.4282667,-2.83695,525,Bridge,Kentmr,"Bridge over river Kent in village 4 NMl W of Ambleside.  Caution, rugged terrain. Difficult to find.",
Kirkmichael,56.7200333,-3.5000833,689,A924/B950,Krkmch,"T junction S side of village, just E of river Ardie. Easy to find and on chart.",
Kenmore,56.58565,-4.0019833,197,A827/River,Kenmor,Bridge over river Tay at NE end of Loch Tay. Easy to find and on chart.,
Knaresborough,54.0092333,-1.4704833,89,Station,Knrsbr,"W side of town, SE of Church Tower, 3 NMl NNE of Harrogate. Difficult to find.",
Knighton,52.34395,-3.0489333,299,A488/A4113,Knghtn,"Town Centre, few fields. 12 NMl SSW of the Long Mynd. Difficult to find.",
Knowstone,50.9947667,-3.67435,690,T junction,Knwstn,W end of village 5NMl E of S Molton. Local knowledge required.,
Kirkbymoorside,54.2664,-0.9304833,164,A 170 Roundabout,Krkbmr,S side of town. Easy to find but not on chart.,
Kirriemuir,56.6738833,-3.0066833,295,A926/B957,Kirrmr,"Town centre, just W of church spire. Difficult to find.",
Kingston Bagpuize,51.6853333,-1.4123833,302,A415/A420 Roundabout,Kngstn,"Prominent roundabout NE end of village, 1.5 NMl SE of Brize Zone, 4 NMl W of Abingdon A/F. Easy to find and on chart.",
Kirkby Stephen Station,54.4554167,-2.3693667,820,Rail bridge over A685,KrkbSt,1 NMl SW of town. Easy to find and on chart.,
Keith,57.5514667,-2.9544167,262,Station,Keith,N of town. Difficult to find.,
Kilmington,51.1284667,-2.3271,722,Church,Klmngt,Centre of village 3 NMl W of The Park gliding site. Local knowledge required.,
Kinlochewe,57.6044833,-5.3035833,100,A896/A832,Knlchw,T junction in village. Easy to find and on chart.,
Knightwick,52.1995,-2.3896,96,Road/River Bridge,Knghtw,A44 Bridge over R Teme Near Knightwick Village. Difficult to find.,
Kibworth,52.53405,-0.9777167,277,A6/Rail,Kbwrth,Rail bridge over A6 on SE side of village 5 NMl N of HusBos.  Avoid Bruntingthorpe traffic to W. Easy to find and on chart.,
Kyleakin,57.27245,-5.7449,80,A87 Roundabout,Kylekn,"West side of town, SW side of bridge to Isle of Skye at Loch Alsh. Easy to find but not on chart.",
Lasham Start Southeast,51.1638667,-0.9984333,538,Centre of complex of chicken sheds,Strt S,"Southwood Farm, 2 NMl SE of airfield. Local knowledge required.",
Lasham Start East,51.1942667,-1.01065,574,Concrete Plinth,Strt E,Centre of rectangle of concrete surrounded by woods - Oil Installation. Local knowledge required.,
Lasham Church,51.1782,-1.0338833,600,Spire,LshmCh,"Village centre, SW side of airfield. Difficult to find.",
Lasham Start South,51.16975,-1.0441167,581,A 339 crossroads,StrtS2,Where Lasham/Bentworth road crosses A 339. Difficult to find.,
Lasham West,51.1849667,-1.106,548,Moundsmere Manor Swimming Pool,LashmW,Pool is immediately W of large country houseW of a large area of woodland. Local knowledge required.,
Lasham Start North,51.2091833,-1.0512667,568,Herriard Church Tower,StrtN2,"1.5 NMl NNW of airfield, just E of A 339. Local knowledge required.",
Lasham Aylesfield House,51.1851,-0.9787167,600,Country House,Lshmls,Large House East of Lasham. Used as Control Point in Competitions. Difficult to find.,
Lauder,55.7149333,-2.7396167,545,A68/A697,Lauder,"T junction SW side of town 12 NMl NW of Kelso.  Caution, rugged terrain. Easy to find and on chart.",
Llanelli East,51.66235,-4.0796667,15,A484 bridge,Llanll,Roundabout E side of road bridge over estuary of river Loughor E side of town. Easy to find and on chart.,
Langport,51.0411833,-2.8196833,161,A372/Rail,Lngprt,A372 br over rly E edge of town. Yeovilton traffic to the SE. Difficult to find.,
Lairg,58.0241667,-4.40165,280,A836/A839,Lairg,T junction in village centre. Easy to find and on chart.,
Lake Alaw Reservoir,53.3405167,-4.4429167,128,Centre of Dam Wall,LklwRs,"On Isle of Anglesey 12 Nml W of Menai bridge. Avoid traffic from RAF Mona & Valley, and airway to N, in RAF Valley Air Tactics Area (125.225 MHz). Easy to find and on chart.",
Lampeter,52.1086667,-4.07365,377,Bridge,Lamptr,A482 bridge over river Teifi SE side of town. Easy to find but not on chart.,
Langham,52.93875,0.9581167,20,A/F R/Ws 25/21,Langhm,Light aircraft activity on Southern perimeter track and adjacent grass area. Difficult to find.,
Lapford,50.8567333,-3.8099667,260,Rail/A377,Lapfrd,A377 bridge over railway SW side of village. Easy to find and on chart.,
Lattrig,54.6140667,-3.1158167,1200,Launch point,Lattrg,Expedition hill site 1 NMl NE of Keswick.  1207 ft spot height at W end of launch run. Local knowledge required.,
Lasham Finish North,51.19405,-1.0333333,594,T junction,Fin N2,"N of clubhouse on Back Lane towards Southrope village where road goes east to Hale Farm.  If used for finishing, fit in with other circuit traffic and avoid flying South of the point except in the normal circuit pattern. Local knowledge required.",EGHL
Latheron,58.2835667,-3.36715,255,A9/A99,Lathrn,T junction in village.  Area RS610C to SW. Easy to find and on chart.,
Launceston,50.6298,-4.3505167,502,A338 Bridge over A30,Lncstn,"Flyover SE edge of town, two other rbts on A 30 1 & 3 NMl to W. Easy to find and on chart.",
Longbridge Deverill,51.16665,-2.1891833,341,A350/B3095,Lngbrd,"Crossroads near town centre, 3 Ml S of Warminster. Difficult to find.",
Loch Bradan E,55.25265,-4.4628,1033,E end of dam wall,LchBrd,NE end of water 5 NMl SW of Dalmellington. TMA to the N. Easy to find and on chart.,
Lambourn,51.508,-1.5315167,394,B4000/B4507,Lambrn,Crossroads in centre of village. Easy to find and on chart.,
Laggan Bridge,57.0187,-4.2836833,817,Spey Bridge,LggnBr,"A86 over river at Laggan village, 5 NMl N of Dalwhinnie. Caution, rugged terrain. Easy to find and on chart.",
Lochbuie,56.3559,-5.87275,10,T junction,Lochbu,Sea front SW side of village. Difficult to find.,
Leighton Buzzard NE,51.934,-0.6353333,331,Crossroads,LghtnB,"1.5 NMl NE of town centre, used as Start Point for Dunstable competitions. Local knowledge required.",
Llyn Celyn NW,52.9583333,-3.725,1310,GNSS point based on Lat/Long,LlnCln,Near A4212 bridge over Afon Gelyn river. Not Suitable for Photographic Evidence.,
Lanchester,54.82185,-1.7159333,102,Mast,Lnchst,750 ft mast 1 NMl E of town. Difficult to find.,
Lower Clopton,52.1084833,-1.7572833,195,N end of village street,LwrClp,"Street joins B4632 S of Long Marston. N end of Cotswold Edge below the west side of Meon Hill, 3 NMl N of Chipping Campden. Local knowledge required.",
Lochindorb Castle,57.4058667,-3.70845,971,Castle on Island,Lchndr,"In middle of Lochindorb water 7 Nml NNW of Grantown on Spey.  Hang glider site on hill to E. Caution, rugged terrain. Easy to find but not on chart.",
Laggan Dam,56.88965,-4.6734667,820,Dam wall,LggnDm,"SW end of Loch Moy just S of A86, 8 NMl E of Spean Bridge. Caution, rugged terrain. Easy to find but not on chart.",
Lindores,56.33855,-3.1927667,246,A913/B937,Lindrs,"SE of village, N side of Lindores Loch. Easy to find but not on chart.",
Lochearnhead,56.3855333,-4.2871,161,A85/A84,Lchrnh,"Near village centre, W end of Loch Earn. Easy to find and on chart.",
Lake Eiddew-bach,52.8907167,-4.01465,1247,Small Lake,Lkddwb,"W side of ridge 1 Nml W of 2044 ft spot height, 10 NMl NNW of Dolgellau. Local knowledge required.",
Ledbury,52.0442833,-2.4359167,249,A438/A417 R'bout,Ledbur,"NW side of town, 200m S of rly, 700m W of stn. Difficult to find.",
Leadenham,53.0570167,-0.5826667,197,Old A17/A607,Lednhm,"Village centre, between Cranwell & Newark, new bypass to S. Easy to find and on chart.",
Leicester M1 Services,52.6187167,-1.2058833,299,M1 Services Bridge,LcstrM,Br over M1 at Leicester Forest East Services. Easy to find and on chart.,
Leck,54.1870833,-2.54685,344,T Junction,Leck,"N side of triangle of roads in Leck village, under Ireby Fell. 2.5 NMl SE of Kirby Lonsdale. Caution, rugged terrain. Local knowledge required.",
Loch Eil West,56.8593167,-5.3497833,33,Rail/A861 Br,LochlW,"West end of loch, rail crossing over A road 2 NMl E of Glenfinnan. Easy to find and on chart.",
Leicester North,52.6991,-1.0839667,374,Rail Fork,LcstrN,"Centre of Y shape rail fork, W side of Syston village. Easy to find and on chart.",
Leominster,52.2316,-2.7333667,220,A44/Rail,Lmnstr,Level Crossing on NE edge of Town. Easy to find and on chart.,
Loch Errochty East,56.7645667,-4.1051,1100,Dam wall centre,Lchrrc,Start of Errochty river.  NE of Loch Rannoch. Easy to find but not on chart.,
Leicester South,52.5359167,-1.1796667,315,A 426 bridge over M1,LcstrS,5 NMl N of Lutterworth. Easy to find and on chart.,
Lewes North,50.9036333,-0.0093,85,Rail/A275,LewesN,"Level crossing, 2 NMl N of town.  Under TMA base 3500 ft. Easy to find and on chart.",
Leyburn,54.3082,-1.8243,151,A6018/A684,Leybrn,"E side of town, just E of church twr. 10 NMl W of Leeming A/F. Difficult to find.",
Leighton Buzzard,51.9013,-0.6485333,404,A505/A4146,Leight,"Roundabout on SSE side of town, clear of Luton Zone, often used as a start point by Dunstable gliders. Easy to find and on chart.",
Lindisfarne Castle,55.6689833,-1.78475,26,Castle,Lndsfr,Castle on SE side of Holy Island. Easy to find and on chart.,
Llanfyllin,52.7691833,-3.2868,194,A490/B4391/B4393,Llnfll,1 NMl W of village. Difficult to find.,
Loch Laggan North East,56.975,-4.4049167,820,Br over R Pattack,LchLgg,S of A86 at Kinloch Laggan. Easy to find but not on chart.,
Lochgilphead,56.0376167,-5.4414833,43,A83/A816,Lchglp,"W side of town, W coast of Loch Fyne. Easy to find and on chart.",
Loch Garry N,56.8232333,-4.2250667,1362,Small dam,LchGrr,"N end of loch near A9, 7 Nml S of Dalwhinnie.  Caution, rugged terrain. Difficult to find.",
Lochgoilhead,56.1747833,-4.90325,25,B839 river bridge,Lchglh,N side of town 7 NMl SE of Inverary.  Look out for traffic on ADR NW of Glasgow. Easy to find and on chart.,
Liphook,51.0848167,-0.8063833,190,B3004 Bridge over A3,Liphok,"NNW side of town, LTMA base 3500ft 1 NMl to E. Easy to find and on chart.",
Lismore,56.4555333,-5.6076667,39,Lighthouse,Lismor,SW end of Lismore Island. Easy to find and on chart.,
Littleport,52.4649167,0.32155,23,A10/River Bridge,Lttlpr,NE of Town nr A1101 R'bt.  4 NNE of Ely. Easy to find and on chart.,
Liskeard SE,50.4500167,-4.454,395,A390 bridge over A38,LskrdS,"Only bridge over A38 in junction with 4 roundabouts, SE of town. Easy to find and on chart.",
Llangollen,52.9718667,-3.1701,85,River Bridge,Llngll,Between A5 to S and A539 to N. Few Fields. Easy to find and on chart.,
Llanbadarn,52.3897333,-3.3277667,951,R Ithon Bridge,Llnbdr,just W of A483 on S side of Llanbadarn Fynydd village. Difficult to find.,
Llanfair Caereinion,52.6491833,-3.3262833,197,B4389 Br over River,LlnfrC,"Over R. Banwy,  W side of town S of A458. Difficult fields. Difficult to find.",
Llandovery,51.9957833,-3.802,715,Station/A40 Bridge,Llndvr,"Rail over A40 just NE of Stn, W side of town. Easy to find and on chart.",
Lleweni Parc,53.2113333,-3.3916667,200,Hangar,LlwnPr,"White roofed hangar NW corner of Denbigh Gliding Club site, 2 Ml NE of Denbigh just S of A543/A541 junction.  Useful also as wave turn point. Difficult to find.",
Llangynidr Bridge,51.8748,-3.2330667,361,B4560 Bridge,Llngnd,"Bridge over river Usk  N side of Llangynidr village.  Caution, rugged terrain. Easy to find and on chart.",
Llanidloes,52.4509667,-3.53915,535,B4158 Bridge,Llndls,"Bridge over river Severn, N side of town.  Caution, rugged terrain. Easy to find and on chart.",
Llanrwst,53.1367333,-3.79735,35,Br over R Conwy,Llnrws,SW side of town joining A470 to B5016.  Caution - nearby rugged terrain except to N. Easy to find but not on chart.,
Llandeilo,51.8790833,-3.99565,102,Bridge,Llandl,"A483 bridge over river Tywi, S side of town. Easy to find and on chart.",
Llanbedr airfield,52.8109667,-4.1238,10,Intersection of Runways 32 and 23,Llanbe,"PPR airfield 2 NMl S of Harlech, use circuit only with permission. Useful for expeditions and wave flying. Easy to find and on chart.",EGOD
Llantysilio,53.0502,-3.2122,1120,A542/A5140/A525 R'bt,Llntsl,"Site of N Wales GC is just W of the roundabout, 7 NMl W of Wrexham. Hawarden RMZ to East. Easy to find and on chart.",
Loch Lomond Tarbet,56.2035167,-4.71095,66,A82/A83,LchLmn,"T Junction helf way up West side of loch, East of Tarbet station. Easy to find and on chart.",
Llandrindod Wells,52.2748667,-3.3372167,699,A44/A483,Llndrn,"Roundabout at Crossgates, 3 NMl  NE of town. Easy to find but not on chart.",
Long Marston,52.1415167,-1.7519,154,R/Ws 22/16,LngMrs,"Intersection of runways, N of airfield centre. Airfield under redevelopment for housing so Point may not always be visible. Local knowledge required.",EGBL
Lochmaben,55.1288833,-3.4414,164,A709/B7020,Lchmbn,T junction in centre of town. Easy to find and on chart.,
Loch Mullardoch East,57.34075,-4.9458667,660,Road T junction,LchMll,East end of Loch 600m E of dam wall. Easy to find and on chart.,
Loch Morlich,57.1676833,-3.70225,984,Clubhouse,LchMrl,"Sailing Club Clubhouse NE side of loch, 7 NMl NE of Feshiebridge. Local knowledge required.",
Ledmore,58.0665833,-4.9724,475,A835/A837,Ledmor,T junction at Ledmore village. Easy to find and on chart.,
Loch Muick,56.9276,-3.1909667,1476,Glas-Allt-Shiel House,LchMck,"Centre of house surrounded by semi-circular wood, North shore of West end of Loch. Difficult to find.",
Leominster NW,52.2676333,-2.8443167,322,A4110/B4362,Leomin,"At Mortimer's Cross on edge of Shobdon ATZ, 2 NMl NE of airfield. Avoid Shobdon traffic. Easy to find and on chart.",
Loch Moy,57.3822,-4.0372333,656,Castle,LochMo,Centre of ruined castle on island in loch Moy. Local knowledge required.,
Lichfield NE,52.7266833,-1.7465833,213,A38/A513,Lchfld,"A513 bridge over A38 between two roundabouts at Alrewas, 3 NMl NE of Lichfield. Between Birmingham and E Midlands CTAs. Easy to find and on chart.",
Lochailort,56.878,-5.6663833,65,A830/A861,Lchlrt,T junct in village bet Ft William and Isle of Eigg. Easy to find and on chart.,
Lockerbie,55.11885,-3.3617,165,A74(M)/A709,Lockrb,"A709 br over A74(M), W side of town. Easy to find and on chart.",
Linn of Dee,56.9882167,-3.5455833,1214,Road Br over River,LinnDe,River Dee Be at hairpin bend in road 5 NMl W of Braemar. Easy to find and on chart.,
Loch Gairloch SE,57.6938167,-5.6568667,75,A382/B8056,LchGrl,T junction at Kerrysdale village. Easy to find and on chart.,
Loch Laidon Island,56.6477,-4.6552,935,Triangular island,LchLdn,Eilean Lubhair island 4NMl SW of Rannoch station. Easy to find and on chart.,
Loch Kinord,57.0841,-2.9248833,492,Centre of Island,LchKnr,Island 100 metres long on N side of loch. Easy to find but not on chart.,
Loch Lochy North East,57.04435,-4.8037833,120,A82 Br over Caledonian Canal,LchLch,Between Loch Lochy and Loch Oich. Easy to find but not on chart.,
Lake of Menteith,56.1744333,-4.30175,43,Castle,LkMntt,Castle is on small island at W end of lake. Local knowledge required.,
Longleat,51.1848333,-2.2723833,322,Bridge over Lake,Longlt,250m SE of Longleat House 4 NMl WSW of Warminster. Easy to find but not on chart.,
Loch Quoich East,57.0714,-5.1837167,570,Power house under dam wall,LchQch,Far east end of loch. Easy to find but not on chart.,
Louth,53.3643167,-0.0339833,56,A631/A157,Louth,Y shaped junction West of town. Easy to find and on chart.,
Lowick,54.25775,-3.0783333,164,A5084/A5092,Lowick,"T junction at Lowick village, 5 NMl N of Ulverston. Easy to find and on chart.",
Little Rissington,51.8696333,-1.6946667,730,Control Tower,LttlRs,N side of A/F with ATC gliding activity. Easy to find and on chart.,EGVL
Lanark,55.6759,-3.8016167,49,A72/River Br,Lanark,W of 2 bridges over river Clyde 1 NMl W of town. TMA to N. Easy to find and on chart.,
Llandysul,52.0385667,-4.3126,213,A486 Bridge,Llndsl,Bridge over river Teifi S side of town.  Avoid Aberporth danger area when active. Easy to find but not on chart.,
Loch Seilich N,56.9674333,-4.0365833,1247,Dam wall,LchSlc,"N end of loch Seilich 9 Nml SSW of Club at Feshie.  Caution, rugged terrain. Local knowledge required.",
Liss,51.05965,-0.8997833,236,A3/B3006 r'bout,Liss,N side of town 4 NMl NE of Petersfield. Easy to find and on chart.,
Long Sutton,52.7765167,0.1135833,7,A17/B1390,LngStt,Roundabout S side of town between Kings Lynn and Spalding. Easy to find and on chart.,
Lincoln Southwest,53.19155,-0.6249333,154,A46 Br over Rail,LnclnS,SW of city near three small lakes. Easy to find and on chart.,
Langtoft,54.0841167,-0.4560667,230,T-junction,Lngtft,"S side of village on B1249 1NMl S of grass airfield at Eddsfield, 9 NMl W of Bridlington. Easy to find but not on chart.",
Longtown,55.0104,-2.97475,45,Bridge over R Esk,Lngtwn,NW side of town. Easy to find but not on chart.,
Ludlow,52.3676,-2.7237333,299,"Castle, Inner Bailey",Ludlow,"Centre of Inner Bailey walls, NW side of castle outer walls. W side of town on E bank of river. Difficult to find.",
Luncarty,56.4475833,-3.47245,299,A9/B9099/B8063,Luncrt,Roundabout W of village near railway. Easy to find and on chart.,
Lussa Loch S,55.4973333,-5.62875,425,Tower in water at S end of dam,LssLch,4 Nml NE Campbeltown airfield. Easy to find but not on chart.,
Lutterworth,52.4497833,-1.1917,400,M1 J20/A427,Lttrwr,SE side of town. Easy to find and on chart.,
Loch Venachar,56.22855,-4.2617667,43,E end Water Works,LchVnc,"S of A821, 2 NMl SW of Callander. Local knowledge required.",
Lavenham,52.10645,0.7914,226,Church,Lavnhm,"SW of village centre, 6 NMl W of Wattisham airfield. Difficult to find.",
Low Lorton,54.6187833,-3.3150667,233,Bridge,LwLrtn,Minor road bridge over river Cocker W side of village.  3 NMl SE of Cockermouth. Easy to find but not on chart.,
Lewes NW,50.8920333,-0.0099333,92,Offham Church Tower,LewsNW,NW side of town.  TP at bottom of South Downs ridge. Local knowledge required.,
Llwyngwril Bridge,52.6656333,-4.0842333,22,River Bridge,Llwngw,"A493 over River Gryll, 5 Nml SSW of Barmouth, SW end of Cader Idris ridge. Easy to find and on chart.",
Leyland North East,53.7159167,-2.6613667,197,M65 (J1) flyover over M6 (J29),LelndN,"2NML NE of Leyland, 400m S of A6 r'bt. Easy to find and on chart.",
Lyneham a/f,51.50765,-1.9956167,472,24/30 intersection,Lynehm,Centre of disused airfield that may be re-activated by NOTAM. Easy to find and on chart.,
Ladybower Reservoir,53.37385,-1.6976833,853,A57/A6013,LdbwrR,"T-junction 0.5 NMl N of dam wall, 4.5 NMl N of Camphill gliding site. Easy to find and on chart.",
Lyveden,52.4658167,-0.5834667,279,Hangar,Lyvedn,"NW side of Welland GC site, 6 NMl NE of Kettering. Local knowledge required.",
Machynlleth Station,52.59525,-3.8547,35,Rail Station,Mchnll,N side of town on A487 towards river Dovey. Easy to find but not on chart.,
Market Deeping,52.68625,-0.3263167,128,A15/A16 R'bout,MrktDp,"N side of town, between Bourne and Peterborough.  Wittering approach traffic to the South. Easy to find and on chart.",
Marlborough E,51.4239833,-1.67395,387,Bridge,Mrlbrg,"Middle of three bridges over river Kennet 2NMl E of Marlborough. At Stitchcombe village, road goes S to the A4 and Savernake Forest. Difficult to find.",
Market Harborough,52.4788833,-0.9098,308,Station/A427 Bridge,MrktHr,"S end of Station, E side of Town, 6 NMl E of HusBos. Difficult to find.",
Maidstone East,51.24965,0.6304167,374,Leeds Castle N side,Madstn,"N tip of castle in lake, 1 NMl SE of M20 J8. Difficult to find.",
Malton,54.1317333,-0.796,174,Station,Malton,"SW of town centre, S of river Derwent & a church with spire. Difficult to find.",
Malmesbury,51.5908167,-2.0890167,269,A429/B4040 R'bout,Mlmsbr,"Roundabout near water tower, NE of town. Easy to find and on chart.",
Manton,52.6364167,-0.7049,338,A6003/Rail Bridge,Manton,Village in SW corner of Rutland water. Easy to find and on chart.,
Marlborough,51.4163,-1.7329167,430,A345/River Bridge,Marlbo,"SW of town, W of two bridges over river Kennet. Difficult to find.",
Masham,54.2262333,-1.65515,85,A6108/River Bridge,Masham,Bridge over river Ure on NE side of town. 6 SW of Leeming. Difficult to find.,
Matlock,53.1383333,-1.5557,236,A6/A632/A615,Matlck,"Roundabout near town centre, NE of old Station. Difficult to find.",
Market Weighton,53.8739167,-0.6992333,62,A163/A1079,MrktWg,1 NMl NW of town. Easy to find and on chart.,
Mablethorpe,53.3419167,0.2617333,10,A52/A1104,Mblthr,T junction in town centre near beach. Easy to find but not on chart.,
Market Bosworth,52.6250333,-1.3768833,443,A447/B585,MrktBs,Crossroads E of village 5 NMl N of Hinckley.  Under CTA FL45. Easy to find and on chart.,
Montford Bridge,52.7484667,-2.8435,240,Runway intersection,Mntfrd,Disused airfield NW of Shrewsbury. Easy to find and on chart.,
Melbury Bubb,50.8374833,-2.57805,541,A37/Rail,MlbrBb,A37 over rail S of village. Easy to find and on chart.,
Manby,53.3603333,0.0896667,60,Old Control Tower,Manby,"E side of disused airfield, now `Manby Showground'.  3 Nml ESE of Louth. Difficult to find.",
March,52.5551333,0.1032667,7,Rail/River Bridge,March,"Over River Nene, NE of Town. Easy to find and on chart.",
Maidstone North,51.3186,0.5082833,321,A229 Bridge,MdstnN,"W end of ridge, A229 Br over minor  road, N of M 20 Junction 6, under LTMA base 2500 ft.  Avoid Rochester Airfield ATZ to the North. Difficult to find.",
Measham,52.6889167,-1.5482833,364,M42 J11/A444,Meashm,Multiple road junction 2 NMl SW of town. Easy to find and on chart.,
East Meon,50.9959167,-1.0314833,394,Church,E Meon,N side of village. Difficult to find.,
Melksham,51.3791,-2.1450833,112,Station/A365 Bridge,Mlkshm,"Br over line S side of stn, NW side of town. Difficult to find.",
Membury,51.4821167,-1.5564167,659,M4 Services Bridge,Membur,Footbridge N of disused A/F. 500 ft mast 300m to N. Easy to find and on chart.,
Mendlesham,52.2345167,1.1076167,203,Tall Aerial Mast,Mndlsh,1007 ft mast NMl NE of Wattisham airfield. Difficult to find.,
Mere,51.0893333,-2.2708167,348,Church Tower,Mere,"Near village centre, N of Gillingham. Difficult to find.",
Melton Mowbray,52.7609333,-0.88305,213,Station/A606 Br,MltnMw,Just E of station in town centre. Easy to find but not on chart.,
West Meon Hut,51.03125,-1.0750833,338,A32/A272,WMenHt,Crossroads N of village. Easy to find and on chart.,
Mexborough S,53.49285,-1.2951833,60,A6022/A6023,Mxbrgh,Roundabout just N of railway and river Don S side of town between Doncaster and Sheffield. Under CTA base 4000ft. Easy to find but not on chart.,
Mansfield NE,53.1813,-1.0930333,220,Rail Junction,Mnsfld,"Centre of triangular rail junction, 4 NMl NE of Mansfield. Easy to find and on chart.",
Margery Hill,53.4576667,-1.7169833,1791,1791ft Spot Height,MrgrHl,"9 NMl N of Camphill gliding site, N of series of reservoirs. 3500 base airspace to the N.  Caution, rugged terrain. Local knowledge required.",
Minchinhampton,51.7058833,-2.18625,554,Church.,Mnchnh,Centre of Minchinhampton village. Difficult to find.,
Micheldever,51.1784,-1.2609167,361,Rail Bridge,Mchldv,"Road bridge over rail, S side of Micheldever Station. 8 NMl ESE of Andover, S of deep cutting S of rail crossing A303.  Avoid Popham airfield to NE and Solent CTA to S. Difficult to find.",
Mingary Pier,56.68845,-6.0938167,10,Sea end of B8007,MngrPr,1 NMl S of Kilchoan village between spot heights 1732 & 1129. Easy to find and on chart.,
Milfield,55.5889167,-2.0896167,150,Gliding Site 35/23,Milfld,"Borders GC site, 4 NMl NW of Wooler. Difficult to find.",EG3L
Midhurst Mast,51.0171333,-0.70035,161,376 ft mast,Mdhrst,2 NMl NE of town. Under LTMA base 3500 ft. Difficult to find.,
Mintlaw,57.52515,-2.0014833,66,A950/A92,Mintlw,Roundabout in town centre 6 NMl W of Peterhead. Easy to find but not on chart.,
Milnthorpe,54.23635,-2.7178333,177,M6 J36,Mlnthr,2 NMl ENE of village. Easy to find and on chart.,
Midhurst West,50.99115,-0.7576333,75,River bridge,Midhur,Over R Rother N of A272 on minor road to Woolbeding. LTMA base 3500 1 NMl E. Difficult to find.,
Mellon Charles,57.8589,-5.6372,35,Loch,MllnCh,Centre of small loch N of beach on W side of Mellon Charles village. Difficult to find.,
Melmerby,54.7303,-2.5992,540,A686 crossroads village centre,Melmrb,Bottom of Crossfell ridge 7 NMl NE of Penrith. Easy to find and on chart.,
Molton,51.0279167,-3.8246667,207,A361/River Bridge,Molton,River Mole Bridge 1 km NNE of South Molton town. Easy to find and on chart.,
Milton,57.3386167,-4.51375,374,A833/A831,Milton,"W side of Loch Ness, 1.5 NMl WNW of Urquart bay. Easy to find and on chart.",
Madley,52.0445167,-2.84745,260,Crossroads,Madley,B4352 in centre of village NW of church. Note D216 to N. Easy to find and on chart.,
Maryport NE,54.7205667,-3.4816833,36,A596/B5300,MrprtN,"T junction NE side of town, N of river Ellen. Easy to find and on chart.",
Menai Strait,53.2160333,-4.1856667,45,A55 Bridge,MnStrt,Small island in middle of bridge over Menai Strait between mainland and Anglesey. Easy to find and on chart.,
Millom NW,54.2293,-3.3351667,59,A595/A5093,MllmNW,T junction 3 NMl WNW of Millom.  Rugged terrain to N. Easy to find and on chart.,
Monkton,51.3342333,1.2612833,240,Rail/Minor road,Monktn,"1 NMl WSW of village, 4 NMl NNE of Wingham. 1 NMl W of Manston ATZ. Difficult to find.",
Monmouth,51.8113333,-2.7092667,236,River/A466 Bridge,Monmth,River Wye bridge in town centre just E of dual carriageway A40. Easy to find and on chart.,
Montgomery,52.56275,-3.1479667,223,B4386/ B4385,Mntgmr,"Town centre, N of Church Twr. 10 NMl WNW of Long Mynd. Difficult to find.",
Muir of Ord,57.5170667,-4.46005,98,Station,Muirrd,"Nr town centre, just NW of Station nr A832/A862 junction. Difficult to find.",
Morpeth,55.1908167,-1.7153667,174,A697 br over A1,Morpth,"Flyover 1.5 NMl NNW of town, `Y' shape road fork. Easy to find and on chart.",
Moreton-in-marsh,51.9902167,-1.6992333,440,Rail/A44 Bridge,Mrtnnm,E side of town. Easy to find and on chart.,
Mossat,57.26335,-2.8695333,656,A944/A97,Mossat,"Inverted Y junction NE of village , 11 NMl N of Aboyne. Easy to find and on chart.",
Mortimer Church,51.37615,-1.0617667,295,Church Spire,MrtmrC,Centre of village at road Y junction. LTMA base 3500ft 3 NMl to East. Local knowledge required.,
Moulton Church,52.2492167,0.4883333,148,Church tower,MltnCh,"Just E of river & B1085, 3NMl E of Newmarket. Look for and avoid Cambridge traffic. Use as alternative to NMT which is under Cambridge ILS pattern. Difficult to find.",
Moy Lodge,56.9165167,-4.5625,837,House,MoyLdg,"SW end of Loch Laggan before it narrows into river Spean and Loch Moy, 12 Nml E of Spean Bridge. Caution, rugged terrain. Easy to find but not on chart.",
Margate E,51.3747167,1.4451,98,N Foreland Lighthouse,Margat,W of B2051 on coast N of Ramsgate. Easy to find and on chart.,
Marham,52.6437,0.53945,75,A/F R/Ws 24/29,Marham,"Most E intersection. Fenland RAFGSA Club at military fast-jet A/F with MATZ, operating Tornados. Difficult to find.",EGYM
Market Rasen,53.38715,-0.3345667,82,Rail/A631,MrktRs,Centre of town. Easy to find and on chart.,
Maryport,54.7116,-3.4970667,30,A 598 bridge,Marprt,Bridge over river Ellen W side of town. Easy to find but not on chart.,
Mansfield SE,53.125,-1.1428333,384,A617/A6191,Mansfi,Roundabout SE side of Mansfield. Easy to find and on chart.,
Mottisfont Station,51.03395,-1.5472833,80,B3084/rail,Mttsfn,"Level crossing at W end of station, avoid CTA to the East. Difficult to find.",
Moota Hill,54.7136667,-3.3170333,656,A595/B5301,MotHll,"T junction between Aspatria and Cockermouth.  Close to DME DCS, avoid traffic homing on DCS. Easy to find and on chart.",
